[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0
[Editor]
DistanceSpacing: 0.8
BeatDivisor: 4
GridSize: 32
TimelineZoom: 0.8000001
[Metadata]
Title:dsgrh
TitleUnicode:dsgrh
Artist:drgh
ArtistUnicode:drgh
Creator:Happy_24
Version:yay
Source:
Tags:
BeatmapID:0
BeatmapSetID:-1
[Difficulty]
HPDrainRate:5
CircleSize:4
OverallDifficulty:5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1
[Events]
//Background and Video events
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples
[TimingPoints]
210,1000,4,1,0,100,1,0
[HitObjects]
192,192,4210,1,0,0:0:0:0:
192,192,5210,1,0,0:0:0:0:
192,192,6210,1,0,0:0:0:0:
192,192,7210,1,0,0:0:0:0:
192,192,8210,1,0,0:0:0:0:
192,192,9210,1,0,0:0:0:0:
192,192,10210,1,0,0:0:0:0:
192,192,11210,1,0,0:0:0:0:
320,192,12210,1,0,0:0:0:0:
320,192,13210,1,0,0:0:0:0:
320,192,14210,1,0,0:0:0:0:
320,192,15210,1,0,0:0:0:0:
192,192,16210,1,0,0:0:0:0:
192,192,16710,1,0,0:0:0:0:
192,192,17210,1,0,0:0:0:0:
192,192,17710,1,0,0:0:0:0:
192,192,18210,1,0,0:0:0:0:
192,192,18710,1,0,0:0:0:0:
192,192,19210,1,0,0:0:0:0:
192,192,19710,1,0,0:0:0:0:
320,192,20210,1,0,0:0:0:0:
320,192,20710,1,0,0:0:0:0:
320,192,21210,1,0,0:0:0:0:
320,192,21710,1,0,0:0:0:0:
320,192,22210,1,0,0:0:0:0:
320,192,22710,1,0,0:0:0:0:
320,192,23210,1,0,0:0:0:0:
320,192,23710,1,0,0:0:0:0:
192,192,24210,1,0,0:0:0:0:
192,192,24710,1,0,0:0:0:0:
192,192,25210,1,0,0:0:0:0:
192,192,25710,1,0,0:0:0:0:
192,192,26210,1,0,0:0:0:0:
192,192,26710,1,0,0:0:0:0:
192,192,27210,1,0,0:0:0:0:
192,192,27710,1,0,0:0:0:0:
320,192,28210,1,0,0:0:0:0:
320,192,28460,1,0,0:0:0:0:
320,192,28710,1,0,0:0:0:0:
320,192,28960,1,0,0:0:0:0:
320,192,29210,1,0,0:0:0:0:
320,192,29460,1,0,0:0:0:0:
320,192,29710,1,0,0:0:0:0:
320,192,29960,1,0,0:0:0:0:
320,192,30210,1,0,0:0:0:0:
320,192,30460,1,0,0:0:0:0:
320,192,30710,1,0,0:0:0:0:
320,192,30960,1,0,0:0:0:0:
320,192,31210,1,0,0:0:0:0:
320,192,31460,1,0,0:0:0:0:
320,192,31710,1,0,0:0:0:0:
320,192,31960,1,0,0:0:0:0:
192,192,32210,1,0,0:0:0:0:
192,192,32460,1,0,0:0:0:0:
192,192,32710,1,0,0:0:0:0:
192,192,32960,1,0,0:0:0:0:
192,192,33210,1,0,0:0:0:0:
192,192,33460,1,0,0:0:0:0:
192,192,33710,1,0,0:0:0:0:
192,192,33960,1,0,0:0:0:0:
192,192,34210,1,0,0:0:0:0:
192,192,34460,1,0,0:0:0:0:
192,192,34710,1,0,0:0:0:0:
192,192,34960,1,0,0:0:0:0:
192,192,35210,1,0,0:0:0:0:
192,192,35460,1,0,0:0:0:0:
192,192,35710,1,0,0:0:0:0:
192,192,35960,1,0,0:0:0:0:
